site_name,address,city,state,programs,has_ot,has_pt,has_pa,latitude,longitude,geo_key
Northern Lights Home Health Care,"91 Main St, Canton, NY",Canton,NY,PT,False,True,False,44.59581499999999,-75.169737,"91 MAIN ST, CANTON, NY"
Northern Nurse Practitioners Dermatology & Aesthetics,"19472 US RT 11, Suite N 101, Watertown, NY",Watertown,NY,PA,False,False,True,43.9485745,-75.9137515,"19472 US RT 11, SUITE N 101, WATERTOWN, NY"
Northern PT,"569 Main Street, Lyndonville, VT",Lyndonville,VT,PT,False,True,False,44.5416178,-72.00139790000001,"569 MAIN STREET, LYNDONVILLE, VT"
Northern PT,"203 State Street, Ogdensburg, NY",Ogdensburg,NY,PT,False,True,False,44.69826260000001,-75.4937751,"203 STATE STREET, OGDENSBURG, NY"
Northwestern Medical Center,"133 Fairfield Street, Saint Albans, VT",Saint Albans,VT,PT,False,True,False,44.8074162,-73.0718954,"133 FAIRFIELD STREET, SAINT ALBANS, VT"
Northwestern Medical Center (VT),"133 Fairfield St., St. Abans, VT",St. Abans,VT,PA,False,False,True,44.8074162,-73.0718954,"133 FAIRFIELD ST., ST. ABANS, VT"
Norwood IRA,"3 Noreen Dr, Norwood, NY",Norwood,NY,OT,True,False,False,44.7412964,-75.01412010000001,"3 NOREEN DR, NORWOOD, NY"
Norwood Norfolk Central School,"7852 State Highway 56, Norwood, NY",Norwood,NY,OT,True,False,False,44.77495529999999,-74.9883332,"7852 STATE HIGHWAY 56, NORWOOD, NY"
NovaCare,"9815 Roosevelt Blvd, Philadelphia, PA",Philadelphia,PA,OT,True,False,False,40.0856834,-75.0221416,"9815 ROOSEVELT BLVD, PHILADELPHIA, PA"
NovaCare Rehabilitation / Select Physical Therapy,"680 American Avenue, King of Prussia, PA",King of Prussia,PA,PT,False,True,False,40.0941909,-75.3946976,"680 AMERICAN AVENUE, KING OF PRUSSIA, PA"
"NW Sports, Physical Therapy, Inc.","1550 S Union Avenue #130, Tacoma, WA",Tacoma,WA,PT,False,True,False,47.2453125,-122.4838292,"1550 S UNION AVENUE #130, TACOMA, WA"
Nyack Pediatrics,"311 N Midland Ave, Nyack, NY",Nyack,NY,PA,False,False,True,41.0999938,-73.9230354,"311 N MIDLAND AVE, NYACK, NY"
Nyman Associates,"220 Commerce Drive, Fort Washington, PA",Fort Washington,PA,OT,True,False,False,40.1382406,-75.2021705,"220 COMMERCE DRIVE, FORT WASHINGTON, PA"
NYS Office for People with Developmental Disabilities - Region 2 - Central NY,"187 Northern Concourse, North Syracuse, NY",North Syracuse,NY,OT,True,False,False,43.109142,-76.153339,"187 NORTHERN CONCOURSE, NORTH SYRACUSE, NY"
NYS Psychiatric Institute,"513 W. 166th St., 4th Floor, New York, NY",New York,NY,OT,True,False,False,40.8392849,-73.9386409,"513 W. 166TH ST., 4TH FLOOR, NEW YORK, NY"
NYU Langone,"240 East 38th St , 15th floor Admin Suite, New York, NY",New York,NY,PT,False,True,False,40.7473709,-73.9750627,"240 EAST 38TH ST , 15TH FLOOR ADMIN SUITE, NEW YORK, NY"
OAA Physical Therapy and Hand Rehab,"4652 Broadway, Allentown, PA",Allentown,PA,"OT, PA, PT",True,True,True,40.5877032,-75.561266,"4652 BROADWAY, ALLENTOWN, PA"
Oakdale Physical Therapy and Fitness,"216 Reynolds Road, Johnson City, NY",Johnson City,NY,PT,False,True,False,42.125518,-75.971406,"216 REYNOLDS ROAD, JOHNSON CITY, NY"
OAS Specialized Therapy Services,"4204-A Adams Avenue, San Diego, CA",San Diego,CA,OT,True,False,False,32.7634197,-117.1045556,"4204-A ADAMS AVENUE, SAN DIEGO, CA"
Ocean Family & Geriatrics Associates,"20 Hospital Dr STE 3, Toms River, NJ",Toms River,NJ,PA,False,False,True,39.965017,-74.2180625,"20 HOSPITAL DR STE 3, TOMS RIVER, NJ"
Ocean Township School District,"163 Monmouth Road, Oakhurst, NJ",Oakhurst,NJ,OT,True,False,False,40.2642301,-74.0122547,"163 MONMOUTH ROAD, OAKHURST, NJ"
Olean General Hospital,"515 Main Street, Olean, NY",Olean,NY,PT,False,True,False,42.0898024,-78.4277642,"515 MAIN STREET, OLEAN, NY"
Omni Rehabilitation,"1651 Coney Island Avenue, Brooklyn, NY",Brooklyn,NY,OT,True,False,False,40.6171061,-73.9633052,"1651 CONEY ISLAND AVENUE, BROOKLYN, NY"
"On Track Physical Therapy, LLC","21 Essex Way, Suite 106, Essex Jct., VT",Essex Jct.,VT,PT,False,True,False,44.50724599999999,-73.0828689,"21 ESSEX WAY, SUITE 106, ESSEX JCT., VT"
One Step Ahead Physical Therapy,"2 Healey Ave, Plattsburgh, NY",Plattsburgh,NY,PT,False,True,False,44.6964121,-73.4834765,"2 HEALEY AVE, PLATTSBURGH, NY"
One to One Physical Therapy & Aquatics,"7015 Beracasa Way FL, Boca Raton, FL",Boca Raton,FL,PT,False,True,False,26.3511537,-80.1546343,"7015 BERACASA WAY FL, BOCA RATON, FL"
Oneida Health,"321 Genesee St., Oneida, NY",Oneida,NY,PA,False,False,True,43.0779348,-75.6536984,"321 GENESEE ST., ONEIDA, NY"
Oneida Health Center,"221 Broad Street, Oneida, NY",Oneida,NY,"PT, OT",True,True,False,43.0923825,-75.65149339999999,"221 BROAD STREET, ONEIDA, NY"
Oneida Medical Associates,"600 Seneca St., Oneida, NY",Oneida,NY,PA,False,False,True,43.0772013,-75.6524934,"600 SENECA ST., ONEIDA, NY"
OnetoOne Physical Therapy & Aquatics- Boynton Beach,"1700 West Woolbright Road, Suite 1, Boynton Beach, FL",Boynton Beach,FL,PT,False,True,False,26.5136558,-80.079297,"1700 WEST WOOLBRIGHT ROAD, SUITE 1, BOYNTON BEACH, FL"
ONONDAGA Physical Therapy,"604  Old Liverpool Road, Liverpool, NY",Liverpool,NY,PT,False,True,False,43.0916537,-76.19089699999999,"604 OLD LIVERPOOL ROAD, LIVERPOOL, NY"
Optum Medical Care P.C.,"90 South Bedford Rd., Mount Kisco, NY",Mount Kisco,NY,PA,False,False,True,41.1967009,-73.7195593,"90 SOUTH BEDFORD RD., MOUNT KISCO, NY"
Oregon Health,"901 E. 18th Avenue, Eugene, OR",Eugene,OR,"PA, PT, OT",True,True,True,44.04051159999999,-123.0792351,"901 E. 18TH AVENUE, EUGENE, OR"
Oregon State Hospital,"2600 Center St NE, Salem, OR",Salem,OR,OT,True,False,False,44.9393328,-123.0038712,"2600 CENTER ST NE, SALEM, OR"
Origami Brain Injury Rehabilitation Center,"3181 Sandhill Rd., Mason, MI",Mason,MI,OT,True,False,False,42.6680929,-84.4700942,"3181 SANDHILL RD., MASON, MI"
Orlando Children's Therapy,"6000 S Rio Grande Ave, Suite 206, Orlando, FL",Orlando,FL,OT,True,False,False,28.4710106,-81.401298,"6000 S RIO GRANDE AVE, SUITE 206, ORLANDO, FL"
Orthopedic & Spine Physical Therapy,"3 Hunter Brook Lane, Queensbury, NY",Queensbury,NY,PT,False,True,False,43.35915540000001,-73.65948689999999,"3 HUNTER BROOK LANE, QUEENSBURY, NY"
Orthopedic Associates of Lancaster,"2913 Spooky Nook Rd., Suite 100, Mannheim, PA",Mannheim,PA,PT,False,True,False,40.105939,-76.419305,"2913 SPOOKY NOOK RD., SUITE 100, MANNHEIM, PA"
Orthopedics Northeast P.C.,"323 Lowell St., Andover, MA",Andover,MA,PA,False,False,True,42.6479473,-71.1853438,"323 LOWELL ST., ANDOVER, MA"
Orthopedics Plus,"2109 Routes 5 & 20, Seneca Falls, NY",Seneca Falls,NY,PT,False,True,False,42.90721509999999,-76.82759089999999,"2109 ROUTES 5 & 20, SENECA FALLS, NY"
Oswego Health,"110 W. 6th St., Oswego, NY",Oswego,NY,PT,False,True,False,43.4540602,-76.51642319999999,"110 W. 6TH ST., OSWEGO, NY"
"OT on the Go, LLC","6262 Meacham Rd, Salem, VA",Salem,VA,OT,True,False,False,37.2530903,-80.1952079,"6262 MEACHAM RD, SALEM, VA"
"Our Lady of Lourdes Memorial Hospital, Inc.","169 Riverside Drive, Binghamton, NY",Binghamton,NY,PT,False,True,False,42.09190419999999,-75.9354371,"169 RIVERSIDE DRIVE, BINGHAMTON, NY"
"Outdoor Kids OT, Inc.","2930 Domingo Ave. #1092, Berkeley, CA",Berkeley,CA,OT,True,False,False,37.8583287,-122.2441625,"2930 DOMINGO AVE. #1092, BERKELEY, CA"
Outpatient Physical Therapy,"13106 SE 240th St, Ste 103, Kent, WA",Kent,WA,PT,False,True,False,47.3874038,-122.1667152,"13106 SE 240TH ST, STE 103, KENT, WA"
Outreach Manual Physical Therapy PC,"243-51 Merrick Boulevard, Rosedale, NY",Rosedale,NY,PT,False,True,False,40.6743867,-73.7288791,"243-51 MERRICK BOULEVARD, ROSEDALE, NY"
Pakolea LLC dba Big Island Physical Therapy,"740 Kilauea Avenue, Hilo, HI",Hilo,HI,PT,False,True,False,19.7166667,-155.0796023,"740 KILAUEA AVENUE, HILO, HI"
Palm Beach Institute of Sports Medicine,"3848 FAU Blvd., Suite 105, Boca Raton, FL",Boca Raton,FL,"PT, OT",True,True,False,26.383745,-80.09727509999999,"3848 FAU BLVD., SUITE 105, BOCA RATON, FL"
Palm Beach Orthopedic Institute,"4215 Burns Rd, Ste 280, Palm Beach Gardens, FL, Palm Beach Gardens, FL",Palm Beach Gardens,FL,PT,False,True,False,26.8313828,-80.1007616,"4215 BURNS RD, STE 280, PALM BEACH GARDENS, FL, PALM BEACH GARDENS, FL"
Par4Success,"2200 Gateway Centre Blvd, #2013, Morrisville, NC",Morrisville,NC,PT,False,True,False,35.847823,-78.8033293,"2200 GATEWAY CENTRE BLVD, #2013, MORRISVILLE, NC"
Paradigm Physical Therapy,"701 North Grant Ave, Odessa, TX",Odessa,TX,PT,False,True,False,31.850327,-102.3714245,"701 NORTH GRANT AVE, ODESSA, TX"
Paragon Physical Therapy,"211-L Central Park Avenue, Pinehurst, NC",Pinehurst,NC,PT,False,True,False,35.20552199999999,-79.4829007,"211-L CENTRAL PARK AVENUE, PINEHURST, NC"
Parrish Hospital,"951 North Washington Ave., Titusville, FL",Titusville,FL,PT,False,True,False,28.6304665,-80.82450109999999,"951 NORTH WASHINGTON AVE., TITUSVILLE, FL"
Partners in PT,"880 Broadway, Saugus, MA",Saugus,MA,PT,False,True,False,42.46989,-71.024598,"880 BROADWAY, SAUGUS, MA"
Pate Rehabilitation,"250 Ben's Trail, Fort Worth, TX",Fort Worth,TX,"OT, PT, PA",True,True,True,32.7773704,-97.2018768,"250 BEN'S TRAIL, FORT WORTH, TX"
Peaks To Plains Therapy/Connections,"1460 Elk Creek Drive, Idaho Falls, ID",Idaho Falls,ID,OT,True,False,False,43.4658209,-112.0049356,"1460 ELK CREEK DRIVE, IDAHO FALLS, ID"
Pearl PT,"135 South Peru St, Plattsburgh, NY",Plattsburgh,NY,PT,False,True,False,44.6771277,-73.4577135,"135 SOUTH PERU ST, PLATTSBURGH, NY"
"Pediatric & Adolescent Medical Associates, P.C.","117 W Liberty St #1, Rome, NY",Rome,NY,PA,False,False,True,43.21219929999999,-75.4579278,"117 W LIBERTY ST #1, ROME, NY"
Pediatric Associates of Watertown,"20011 Summit View Blvd, Watertown, NY",Watertown,NY,PA,False,False,True,43.9469538,-75.9117422,"20011 SUMMIT VIEW BLVD, WATERTOWN, NY"
Pediatric Development Center,"15850 Crabbs Branch Way, #150, Rockville, MD",Rockville,MD,OT,True,False,False,39.1142612,-77.157772,"15850 CRABBS BRANCH WAY, #150, ROCKVILLE, MD"
Pediatric Theraplay Holdings,"1380 Enterprise Drive Suite 200, West Chester, PA",West Chester,PA,OT,True,False,False,39.989507,-75.5583293,"1380 ENTERPRISE DRIVE SUITE 200, WEST CHESTER, PA"
Pediatric Therapy Services,"304 NE Hood Ave, Gresham, OR",Gresham,OR,"OT, PT",True,True,False,45.4998418,-122.4277931,"304 NE HOOD AVE, GRESHAM, OR"
Penfield Psychiatry,"2060 Fairport Nine Mile Point Rd Suite 400, Penfield, NV",Penfield,NV,PA,False,False,True,43.1341079,-77.44076059999999,"2060 FAIRPORT NINE MILE POINT RD SUITE 400, PENFIELD, NV"
Penn State Health,"100 Crystal A Drive, MC CA210, Hershey, PA",Hershey,PA,OT,True,False,False,40.3010363,-76.64865859999999,"100 CRYSTAL A DRIVE, MC CA210, HERSHEY, PA"
"Penrose Hospital, Center for Physical Medicine and Rehab","2222 N Nevada Ave, Colorado Springs, CO",Colorado Springs,CO,PT,False,True,False,38.8658434,-104.8216137,"2222 N NEVADA AVE, COLORADO SPRINGS, CO"
Performance Physical Therapy,"99 Fourth Street, Suite 102, Chelsea, MA",Chelsea,MA,PT,False,True,False,42.39448429999999,-71.03850229999999,"99 FOURTH STREET, SUITE 102, CHELSEA, MA"
Perkins Chiro. & PUC,"87 Hammond Lane, Suite A, Plattsburgh, NY",Plattsburgh,NY,PT,False,True,False,44.6923547,-73.5001249,"87 HAMMOND LANE, SUITE A, PLATTSBURGH, NY"
Peru Central School,"17 School Street, Peru, NY",Peru,NY,"OT, PT",True,True,False,44.5822943,-73.5349215,"17 SCHOOL STREET, PERU, NY"
Peru Central School District,"116 Pleasant Street, Peru, NY",Peru,NY,"OT, PT",True,True,False,44.5817059,-73.5367167,"116 PLEASANT STREET, PERU, NY"
Pettigrew Rehabilitation Center,"1515 West  Pettigrew St, Durham, NC",Durham,NC,"PT, OT",True,True,False,36.0052089,-78.92147969999999,"1515 WEST PETTIGREW ST, DURHAM, NC"
Pettigrew Rehabilitation CEnter,"1515 W. Pettigrew Street, Durham, NC",Durham,NC,PT,False,True,False,36.0052089,-78.92147969999999,"1515 W. PETTIGREW STREET, DURHAM, NC"
Phelps Memorial Hospital Center,"701 North Broadway, Sleepy Hollow, NY",Sleepy Hollow,NY,PT,False,True,False,41.1096292,-73.8631402,"701 NORTH BROADWAY, SLEEPY HOLLOW, NY"
Philadelphia Hand Center,"700 South Henderson Road, Suite 200, King of Prussia, PA",King of Prussia,PA,PT,False,True,False,40.0761805,-75.3521938,"700 SOUTH HENDERSON ROAD, SUITE 200, KING OF PRUSSIA, PA"
Phoenix Physical Therapy,"4498 Main St., Suite 200, Amherst, NY",Amherst,NY,PT,False,True,False,42.9639466,-78.7837184,"4498 MAIN ST., SUITE 200, AMHERST, NY"
Phoenix PT,"447 Frogtown Road Suite 301, Hogansburg, NY",Hogansburg,NY,PT,False,True,False,44.9767433,-74.70688899999999,"447 FROGTOWN ROAD SUITE 301, HOGANSBURG, NY"
Physical Therapy Center of Vermont,"115 Wellness Drive, Williston, VT",Williston,VT,PT,False,True,False,44.4468184,-73.1253437,"115 WELLNESS DRIVE, WILLISTON, VT"
Physical Therapy First - Roland Park,"200 W. Cold Spring Lane, Suite #300, Baltimore, MD",Baltimore,MD,PT,False,True,False,39.3452608,-76.626975,"200 W. COLD SPRING LANE, SUITE #300, BALTIMORE, MD"
PIH Health,"12401 Washington Blvd., Whittier, CA",Whittier,CA,PT,False,True,False,33.9690304,-118.0490717,"12401 WASHINGTON BLVD., WHITTIER, CA"
Pinehurst Surgical Center,"5 First Village Drive, Pinehurst, NC",Pinehurst,NC,PT,False,True,False,35.2075261,-79.45841159999999,"5 FIRST VILLAGE DRIVE, PINEHURST, NC"
Pinnacle Rehabilitation Network,"73 Newtown Rd, STE 101, Plaistow, NH",Plaistow,NH,"PT, OT",True,True,False,42.8364781,-71.0947805,"73 NEWTOWN RD, STE 101, PLAISTOW, NH"
Pivot Physical Therapy,"17750 Creamery Road Seton Square, Suite B7, Emmitsburg, MD",Emmitsburg,MD,PT,False,True,False,39.6981964,-77.3172302,"17750 CREAMERY ROAD SETON SQUARE, SUITE B7, EMMITSBURG, MD"
Planned Parenthood of the North Country New York,"160 Stone St., Watertown, NY",Watertown,NY,PA,False,False,True,43.9743775,-75.91327059999999,"160 STONE ST., WATERTOWN, NY"
Plattsburgh Pediatrics,"151 Bridge St., Plattsburgh, NY",Plattsburgh,NY,PA,False,False,True,44.6961678,-73.4443339,"151 BRIDGE ST., PLATTSBURGH, NY"
Plattsburgh Rehabilitation & Nursing Center,"8 Bushey Blvd, Plattsburg, NY",Plattsburg,NY,OT,True,False,False,44.682083,-73.4596526,"8 BUSHEY BLVD, PLATTSBURG, NY"
Play Space Pediatrics,"11609 1/2 Washington Place, Los Angeles, CA",Los Angeles,CA,OT,True,False,False,34.0050212,-118.4209881,"11609 1/2 WASHINGTON PLACE, LOS ANGELES, CA"
Portneuf Medical Center,"777 Hospital Way, Pocatello, ID",Pocatello,ID,PT,False,True,False,42.8732278,-112.4212267,"777 HOSPITAL WAY, POCATELLO, ID"
Potsdam Central School District,"29 Leroy Street, Potsdam, NY",Potsdam,NY,"PT, PA, OT",True,True,True,44.6751649,-74.9803202,"29 LEROY STREET, POTSDAM, NY"
Powerback Rehabilitation,"ss, s, AL",s,AL,OT,True,False,False,,,"SS, S, AL"
Precision Rehab,"180-22 Union Turnpike, Fresh Meadows, NY",Fresh Meadows,NY,OT,True,False,False,40.7269956,-73.7872455,"180-22 UNION TURNPIKE, FRESH MEADOWS, NY"
Preferred Therapy Solutions,"850 Silas Deane Hwy, 2nd Floor, Wethersfield, CT",Wethersfield,CT,OT,True,False,False,41.70061700000001,-72.6588689,"850 SILAS DEANE HWY, 2ND FLOOR, WETHERSFIELD, CT"
Premier Therapy - Mountain View Hospital,"3814 Washington Parkway, Idaho Falls, ID",Idaho Falls,ID,OT,True,False,False,43.4632272,-111.9937077,"3814 WASHINGTON PARKWAY, IDAHO FALLS, ID"
Primary Therapy Source,"254 River Vista Place, Twin Falls, ID",Twin Falls,ID,OT,True,False,False,42.5968318,-114.4762402,"254 RIVER VISTA PLACE, TWIN FALLS, ID"
Prisma Health,"7 Richland Medical Park Dr, Columbia, SC",Columbia,SC,OT,True,False,False,34.027767,-81.032015,"7 RICHLAND MEDICAL PARK DR, COLUMBIA, SC"
Prisma Health Children’s Hospital - Kidnetics,"701 Grove Rd., Greenville, SC",Greenville,SC,OT,True,False,False,34.8185674,-82.4109361,"701 GROVE RD., GREENVILLE, SC"
Pro Staff Physical Therapy,"935 Allwood Rd, Clifton, NJ",Clifton,NJ,PT,False,True,False,40.8521972,-74.17329,"935 ALLWOOD RD, CLIFTON, NJ"
Proactive Physical Therapy,"358 Madison Street, Waterville, NY",Waterville,NY,PT,False,True,False,42.9272596,-75.39102480000001,"358 MADISON STREET, WATERVILLE, NY"
Professional Orthopedics and Sports PT,"333 Earle Ovington Bld, Suite 225, Uniondale, NY",Uniondale,NY,PT,False,True,False,40.7253373,-73.59370659999999,"333 EARLE OVINGTON BLD, SUITE 225, UNIONDALE, NY"
Professional Physical Therapy,"576 Broadhollow Road, Melville, NY",Melville,NY,PT,False,True,False,40.764906,-73.4241977,"576 BROADHOLLOW ROAD, MELVILLE, NY"
Professional Rehabilitation Services,"38 Business Center Dr, PO Box 2397, First Citizens Business Center, Pawleys Island, SC",Pawleys Island,SC,PT,False,True,False,33.4447698,-79.12144479999999,"38 BUSINESS CENTER DR, PO BOX 2397, FIRST CITIZENS BUSINESS CENTER, PAWLEYS ISLAND, SC"
Profizix,"3392 Motor Ave., Los Angeles, CA",Los Angeles,CA,PT,False,True,False,34.0279293,-118.4093959,"3392 MOTOR AVE., LOS ANGELES, CA"
"ProMet Physical Therapy, PC","71-19 80th St. Suite #8210, Glendale, NY",Glendale,NY,PT,False,True,False,40.7075424,-73.86875049999999,"71-19 80TH ST. SUITE #8210, GLENDALE, NY"
Providence Health System Southern CA,"20555 Earl Street, Torrence, CA",Torrence,CA,"PT, OT",True,True,False,33.843695,-118.3586707,"20555 EARL STREET, TORRENCE, CA"
Providence Health System SW Washington/Oregon,"315 SE Stone Mill Drive, Suite 200, Vancouver, WA",Vancouver,WA,PT,False,True,False,45.6193825,-122.5346753,"315 SE STONE MILL DRIVE, SUITE 200, VANCOUVER, WA"
Providence Hospital -- Alaska,"3760 Piper Street, LL064, Anchorage, AK",Anchorage,AK,PT,False,True,False,61.18589600000001,-149.8262458,"3760 PIPER STREET, LL064, ANCHORAGE, AK"
Providence St. Patrick Hospital,"500 W Broadway St, Missoula, MT",Missoula,MT,PA,False,False,True,46.8753841,-114.0000073,"500 W BROADWAY ST, MISSOULA, MT"
Psych 4 U,"2010 NW 150th Ave #120, Pembroke Pines, FL",Pembroke Pines,FL,PA,False,False,True,26.0264312,-80.3489073,"2010 NW 150TH AVE #120, PEMBROKE PINES, FL"
"PT 360, Inc.","426 Industrial Ave, Williston, VT",Williston,VT,PT,False,True,False,44.4606381,-73.1229539,"426 INDUSTRIAL AVE, WILLISTON, VT"
Pt Solutions _ Plant City,"1902 James L Redman Pkwy, Plant City, FL",Plant City,FL,PT,False,True,False,27.994175,-82.1214012,"1902 JAMES L REDMAN PKWY, PLANT CITY, FL"
PT Solutions Physical Therapy,"5401 Corporate Woods Drive, Suite 300, Pensacola, FL",Pensacola,FL,"OT, PT",True,True,False,30.4773781,-87.1998419,"5401 CORPORATE WOODS DRIVE, SUITE 300, PENSACOLA, FL"
Raleigh Orthopedic Clinic,"781 Avent Ferry, Suite 110, Holly SPrings, NC",Holly SPrings,NC,"PT, OT",True,True,False,35.6431437,-78.8374041,"781 AVENT FERRY, SUITE 110, HOLLY SPRINGS, NC"
Ramsey Rehabilitation,"39 Cinema Boulevard, Leominster, MA",Leominster,MA,PT,False,True,False,42.53116,-71.74878269999999,"39 CINEMA BOULEVARD, LEOMINSTER, MA"
Rancho Los Amigos Hospital,"7601 East Imperial Highway, Downey, CA",Downey,CA,PT,False,True,False,33.9309257,-118.1794061,"7601 EAST IMPERIAL HIGHWAY, DOWNEY, CA"
RBNY Physical Therapy,"119-15 ROCKAWAY BEACH BLVD., Rockaway Park, NY",Rockaway Park,NY,PT,False,True,False,40.5785977,-73.8402419,"119-15 ROCKAWAY BEACH BLVD., ROCKAWAY PARK, NY"
Rebecca School,"40 E 30th St, New York, NY",New York,NY,OT,True,False,False,40.7447769,-73.9839198,"40 E 30TH ST, NEW YORK, NY"
Redington-Fairview General Hospital,"P.O. Box 468, 46 Fairview Ave., Skowhegan, ME",Skowhegan,ME,"OT, PT",True,True,False,44.7593498,-69.7135128,"P.O. BOX 468, 46 FAIRVIEW AVE., SKOWHEGAN, ME"
Regional Therapy Center of Saratoga Hospital,"211 Church Street, Saratoga Springs, NY",Saratoga Springs,NY,PT,False,True,False,43.0856303,-73.7971032,"211 CHURCH STREET, SARATOGA SPRINGS, NY"
Rehab 2 Perform,"20310 Seneca Meadows Parkway, Suite B, Germantown, MD",Germantown,MD,PT,False,True,False,39.1884107,-77.25385310000001,"20310 SENECA MEADOWS PARKWAY, SUITE B, GERMANTOWN, MD"
Rehab Associates of Central Virginia-Forestbrook,"3211 Forest Brook Rd, Lynchburg, VA",Lynchburg,VA,PT,False,True,False,37.4096392,-79.21070399999999,"3211 FOREST BROOK RD, LYNCHBURG, VA"
Rehab Management,"2241 Peggy Ln, #C, Garland, TX",Garland,TX,PT,False,True,False,32.918081,-96.65843199999999,"2241 PEGGY LN, #C, GARLAND, TX"
Rehab Resources,"159 W. First St., Oswego, NY",Oswego,NY,"PT, OT",True,True,False,43.457483,-76.5113525,"159 W. FIRST ST., OSWEGO, NY"
Rehab Visions,"11623 Arbor Street, Omaha, NE",Omaha,NE,PT,False,True,False,41.2356214,-96.09510709999999,"11623 ARBOR STREET, OMAHA, NE"
Rehabilitation Specialists,"18-01 Pollitt Drive, Suite 1A, Fair Lawn, NJ",Fair Lawn,NJ,PT,False,True,False,40.9455749,-74.1278051,"18-01 POLLITT DRIVE, SUITE 1A, FAIR LAWN, NJ"
Reliant Medical Group,"5 Neponset St, Worchester, MA",Worchester,MA,OT,True,False,False,42.2990419,-71.8012743,"5 NEPONSET ST, WORCHESTER, MA"
Reliant Medical Group,"50 Gold Star Blvd, Worcester, MA",Worcester,MA,PT,False,True,False,42.28759530000001,-71.8049631,"50 GOLD STAR BLVD, WORCESTER, MA"
"Remedy3, LLC","219 N Main street, Barre, VT",Barre,VT,PT,False,True,False,44.1996908,-72.5031278,"219 N MAIN STREET, BARRE, VT"
Richmond University Medical Center,"355 Bard Avenue, Staten Island, NY",Staten Island,NY,OT,True,False,False,40.6356031,-74.1055743,"355 BARD AVENUE, STATEN ISLAND, NY"
Rio Grande Regional Healthcare,"101 East Ridge Road, McAllen, TX",McAllen,TX,PT,False,True,False,26.1865145,-98.2206056,"101 EAST RIDGE ROAD, MCALLEN, TX"
River Hospital,"4 Fuller Street, Alexandria Bay, NY",Alexandria Bay,NY,"PT, PA",False,True,True,44.3376875,-75.92044159999999,"4 FULLER STREET, ALEXANDRIA BAY, NY"
River Valley Home Health,"500 N Lake Havasu Ave, #D104, Lake Havasu City, AZ",Lake Havasu City,AZ,OT,True,False,False,34.4893667,-114.3472981,"500 N LAKE HAVASU AVE, #D104, LAKE HAVASU CITY, AZ"
Riverside Community Care,"270 Bridge Street, Suite 301, Dedham, MA",Dedham,MA,"PT, OT",True,True,False,42.26194,-71.177246,"270 BRIDGE STREET, SUITE 301, DEDHAM, MA"
Riverside Community Care - Early Intervention,"255 Highland Avenue, Needham, MA",Needham,MA,OT,True,False,False,42.3041373,-71.2222637,"255 HIGHLAND AVENUE, NEEDHAM, MA"
Riverside Medical Center,"350 N. Wall St., Kankakee, IL",Kankakee,IL,PT,False,True,False,41.1246669,-87.88150619999999,"350 N. WALL ST., KANKAKEE, IL"
Robert wood Johnson University Hospital,"1 Robert Wood Johnson Place, New Brunswick, NJ",New Brunswick,NJ,PT,False,True,False,40.4951556,-74.4500083,"1 ROBERT WOOD JOHNSON PLACE, NEW BRUNSWICK, NJ"
Rochester City School District,"131 W. Broad St., Rochester, NY",Rochester,NY,OT,True,False,False,43.1535805,-77.6160153,"131 W. BROAD ST., ROCHESTER, NY"
Rochester Regional Health,"100 Kings Highway South, Rochester, NY",Rochester,NY,"PT, PA, OT",True,True,True,43.2016145,-77.5750053,"100 KINGS HIGHWAY SOUTH, ROCHESTER, NY"
"Rockville Nursing Home - AEGIS Therapies, Inc","303 Adclare Road, Rockville, MD",Rockville,MD,OT,True,False,False,39.08181099999999,-77.1706755,"303 ADCLARE ROAD, ROCKVILLE, MD"
Rome Mem. Hospital- Chestnut Commons PT & Rehab Center,"107 East Chestnut St, Suite 104, Rome, NY",Rome,NY,PT,False,True,False,43.23174909999999,-75.4407137,"107 EAST CHESTNUT ST, SUITE 104, ROME, NY"
Rome Memorial Hospital,"1500 North James St, Rome, NY",Rome,NY,PT,False,True,False,43.2291281,-75.4423925,"1500 NORTH JAMES ST, ROME, NY"
Rose Tree Media School District,"308 N. Olive Street, Media, PA",Media,PA,OT,True,False,False,39.9212345,-75.3907633,"308 N. OLIVE STREET, MEDIA, PA"
Roswell Park Cancer Institute,"Elm & Carlton Streets, Buffalo, NY",Buffalo,NY,PT,False,True,False,42.8985338,-78.86499590000001,"ELM & CARLTON STREETS, BUFFALO, NY"
Rutgers Rehabilitation and Injury Prevention,"83 Rockafellar Rd, Piscataway, NJ",Piscataway,NJ,PT,False,True,False,40.5250177,-74.4409019,"83 ROCKAFELLAR RD, PISCATAWAY, NJ"
Ruth Waldrop,"1025 W24th Street, Suite 8, Yuma, AZ",Yuma,AZ,OT,True,False,False,32.6834304,-114.6315025,"1025 W24TH STREET, SUITE 8, YUMA, AZ"
Rutland Regional Medical Center,"160 Allen Street, Rutland, VT",Rutland,VT,"PT, OT",True,True,False,43.5982495,-72.955133,"160 ALLEN STREET, RUTLAND, VT"
Rutland Regional Medical Center,"160 Allen Street, Rutland, VT",Rutland,VT,PT,False,True,False,43.5982495,-72.955133,"160 ALLEN STREET, RUTLAND, VT"
